"id","Country_ID","activity_id","Sector_ID","nace_id","lat","lon","NUTS3_ID","NUTS_ID","verified","allocatedFree"
"BE_274","BE",24,"C24",24.1,50.6149477,5.5245929,"BE332","BE33",0,0
"BE_276","BE",42,"C19-C20",20.14,51.2432295,4.3256702,"BE211","BE21",208046,194971
"BE_203011","BE",25,"C24",28.94,50.8469859,2.9005344,"BE253","BE25",0,13887
"BE_202970","BE",32,"C23",23.32,50.9112545,3.1411575,"BE256","BE25",18368,23471
"BE_205734","BE",42,"C19-C20",20.14,50.9333939,5.4776811,"BE224","BE22",5612,17397
"BE_205667","BE",42,"C19-C20",20.14,51.3639105,4.2529356,"BE211","BE21",9721,1582
"BE_205772","BE",42,"C19-C20",20.16,51.2432295,4.3256702,"BE211","BE21",0,0
"BE_211998","BE",42,"C19-C20",NA,50.4720207,3.7702557,"BE323","BE32",3050,8277
"BE_215220","BE",28,"C24",NA,51.0866561,4.4812079,"BE212","BE21",27056,22288
"BE_215200","BE",42,"C19-C20",NA,51.3639105,4.2529356,"BE211","BE21",2872903,3639645
"BE_215060","BE",24,"C24",NA,51.1836104,3.8313483,"BE234","BE23",3690181,7345389
"BE_214340","BE",43,"C19-C20",NA,51.289362,4.3256813,"BE211","BE21",197403,234084
"BG_18","BG",32,"C23",23.32,43.2369251,26.9305086,"BG333","BG33",0,0
"BG_16","BG",32,"C23",23.32,43.3178261,27.1541211,"BG333","BG33",0,5597
"BG_12","BG",29,"C23",23.51,43.2765252,23.4615466,"BG313","BG31",417848,408543
"BG_10","BG",21,"C19-C20",19.2,43.1442227,23.6942969,"BG313","BG31",3271,6663
"BG_58","BG",32,"C23",23.49,43.1543033,24.2929855,"BG315","BG31",0,0
"BG_57","BG",29,"C23",23.51,43.2217497,27.6540855,"BG331","BG33",696798,759448
"BG_54","BG",30,"C23",23.52,42.9344371,23.0034733,"BG412","BG41",101512,80086
"BG_49","BG",32,"C23",23.32,43.2804512,24.0828513,"BG314","BG31",0,0
"BG_53","BG",30,"C23",23.52,42.1496343,24.4149143,"BG423","BG42",0,0
"BG_47","BG",36,"C16-C18",17.12,42.216667,24,"BG423","BG42",0,2323
"BG_48","BG",32,"C23",23.32,43.4145467,23.23172,"BG312","BG31",0,0
"BG_44","BG",31,"C23",23.13,43.1442227,23.6942969,"BG313","BG31",57530,25824
"BG_130","BG",41,"C19-C20",20.15,42.0502021,25.6275248,"BG422","BG42",515627,489082
"BG_125","BG",32,"C23",23.32,42.6977106,26.2714521,"BG342","BG34",0,1412
"BG_123","BG",32,"C23",23.32,42.600227,26.6897128,"BG343","BG34",0,0
"BG_122","BG",32,"C23",23.2,43.8719698,25.9987411,"BG323","BG32",1605,1626
"BG_145","BG",32,"C23",23.32,43.1663564,27.6357856,"BG331","BG33",0,0
"BG_201534","BG",21,"C19-C20",19.2,43.7979981,25.9053209,"BG323","BG32",0,0
"BG_151","BG",30,"C23",23.51,42.4766965,27.4429347,"BG341","BG34",6673,4488
"BG_150","BG",32,"C23",23.32,43.080557,25.630629,"BG321","BG32",0,157
"BG_148","BG",32,"C23",23.32,43.3488529,26.2120729,"BG334","BG33",542,1587
"BG_210588","BG",31,"C23",NA,43.2567931,26.5310588,"BG334","BG33",95407,80684
"BG_220040","BG",33,"C23",NA,43.2607094,26.5225694,"BG334","BG33",2648,0
"HR_205247","HR",21,"C19-C20",19.2,45.4668943,16.3819077,"HR028","HR04",0,0
"HR_205185","HR",32,"C23",23.32,45.5207733,18.8391154,"HR025","HR04",0,0
"HR_205184","HR",32,"C23",23.32,45.4596987,18.5736075,"HR025","HR04",0,0
"HR_205183","HR",32,"C23",23.32,45.2014933,19.3944953,"HR026","HR04",0,0
"HR_205176","HR",32,"C23",23.32,45.5505369,18.7390848,"HR025","HR04",0,0
"HR_205104","HR",32,"C23",23.32,45.4946861,18.0951118,"HR025","HR04",6066,4492
"HR_214880","HR",32,"C23",NA,45.5196723,18.8363592,"HR025","HR04",2620,1746
"HR_211261","HR",36,"C16-C18",NA,46.1727435,16.8299476,"HR063","HR04",13400,3091
"HR_211258","HR",27,"C24",NA,43.7053538,15.9181186,"HR034","HR03",15151,11507
"HR_206369","HR",32,"C23",23.32,45.5730927,16.9198881,"HR021","HR04",0,0
"HR_206341","HR",33,"C23",23.99,46.1900347,16.3452105,"HR062","HR04",36071,20741
"CZ_171","CZ",24,"C24",24.1,49.7181588,13.6424483,"CZ032","CZ03",2681,2310
"CZ_256","CZ",32,"C23",23.32,50.069238,15.9925068,"CZ053","CZ05",7619,21601
"CZ_253","CZ",32,"C23",23.32,50.1688323,13.4227036,"CZ042","CZ04",0,0
"CZ_250","CZ",32,"C23",23.32,49.2192817,14.4099806,"CZ031","CZ03",5966,25577
"CZ_248","CZ",32,"C23",23.32,48.8370397,16.4927372,"CZ064","CZ06",6729,17060
"CZ_271","CZ",32,"C23",23.32,49.1725803,16.7266812,"CZ064","CZ06",3214,16199
"CZ_270","CZ",32,"C23",23.32,49.5612636,17.7566051,"CZ071","CZ07",13515,11196
"CZ_269","CZ",32,"C23",23.32,49.4945856,12.9903716,"CZ032","CZ03",0,0
"CZ_333","CZ",30,"C23",23.52,49.2173163,16.7527874,"CZ064","CZ06",76,24226
"CZ_32","CZ",36,"C16-C18",17.29,49.2556588,15.7793481,"CZ063","CZ06",12206,2838
"CZ_331","CZ",32,"C23",23.32,49.334608,17.6255652,"CZ072","CZ07",788,1669
"CZ_329","CZ",32,"C23",23.32,50.4067423,14.0311098,"CZ042","CZ04",10592,26934
"CZ_330","CZ",31,"C23",23.13,49.7107583,13.0846431,"CZ032","CZ03",20024,14871
"CZ_325","CZ",29,"C23",23.51,49.9973701,14.3373645,"CZ010","CZ01",390322,384067
"CZ_324","CZ",29,"C23",23.51,49.2173163,16.7527874,"CZ064","CZ06",460795,650754
"CZ_159","CZ",36,"C16-C18",17.12,49.992426,16.8847182,"CZ071","CZ07",3479,3118
"CZ_157","CZ",36,"C16-C18",17.12,50.2119681,16.3023424,"CZ052","CZ05",6855,5901
"CZ_202753","CZ",42,"C19-C20",20.14,50.2553041,14.3233625,"CZ020","CZ02",11834,55830
"CZ_202610","CZ",27,"C24",24.42,50.7648734,14.2038045,"CZ042","CZ04",20233,18301
"CZ_202754","CZ",42,"C19-C20",20.14,50.2553041,14.3233625,"CZ020","CZ02",18140,41
"CZ_202156","CZ",42,"C19-C20",20.12,49.4493908,17.435652,"CZ071","CZ07",88966,112534
"CZ_201865","CZ",38,"C19-C20",20.15,49.8349058,18.2325933,"CZ080","CZ08",119248,132703
"CZ_206785","CZ",24,"C24",24.1,50.1442604,14.1456332,"CZ020","CZ02",0,0
"CZ_205946","CZ",33,"C23",23.14,50.658656,13.8089325,"CZ042","CZ04",2575,2460
"CZ_210084","CZ",36,"C16-C18",NA,50.7995123,14.4379167,"CZ042","CZ04",113,534
"DK_336","DK",32,"C23",23.32,54.9258241,9.6670976,"DK032","DK03",7217,9348
"DK_306","DK",21,"C19-C20",19.2,55.5915169,9.754008,"DK032","DK03",395532,314068
"DK_330","DK",32,"C23",23.32,57.0623767,10.1702231,"DK050","DK05",12352,10911
"DK_318","DK",31,"C23",23.14,55.4283498,9.2991585,"DK032","DK03",11795,10072
"DK_379","DK",24,"C24",24.1,55.967392,12.0132719,"DK013","DK01",0,0
"DK_339","DK",32,"C23",23.32,55.643551,12.388494,"DK012","DK01",0,0
"DK_329","DK",32,"C23",23.32,55.1252127,10.5073649,"DK031","DK03",3986,5504
"DK_322","DK",32,"C23",23.32,56.6958477,8.3441793,"DK050","DK05",2896,4141
"EE_9","EE",21,"C19-C20",19.2,59.3920021,27.2510495,"EE00A","EE00",32604,49755
"EE_57","EE",21,"C19-C20",19.2,59.393025,27.2523182,"EE00A","EE00",721077,651433
"EE_217762","EE",36,"C16-C18",NA,58.0967428,27.4550319,"EE008","EE00",2363,1706
"EE_217700","EE",32,"C23",NA,58.0664831,24.5405139,"EE004","EE00",29591,15597
"EE_224193","EE",21,"C19-C20",NA,59.3186346,27.9158381,"EE00A","EE00",0,0
"FI_432","FI",36,"C16-C18",17.12,61.4352257,29.3479871,"FI1C5","FI1C",13725,54639
"FI_429","FI",36,"C16-C18",17.12,62.6014659,25.7278807,"FI193","FI19",0,47301
"FI_428","FI",36,"C16-C18",17.12,61.4966858,23.7626801,"FI197","FI19",45302,42296
"FI_426","FI",36,"C16-C18",17.12,60.1819865,23.9496001,"FI1B1","FI1B",0,0
"FI_7","FI",30,"C23",23.52,61.0395861,28.1804474,"FI1C5","FI1C",0,0
"FI_410","FI",35,"C16-C18",17.11,61.1269479,28.4510891,"FI1C5","FI1C",16497,51887
"FI_387","FI",32,"C23",23.99,60.8784251,26.6053342,"FI1C4","FI1C",6539,19780
"FI_393","FI",33,"C23",23.14,60.6553693,24.8470612,"FI1B1","FI1B",7928,4884
"FI_395","FI",36,"C16-C18",17.12,61.2102113,26.0457548,"FI1C3","FI1C",99929,54343
"FI_12","FI",30,"C23",23.52,65.7595071,24.155852,"FI1D7","FI1D",107877,133577
"FI_513","FI",32,"C23",23.32,60.8443933,25.1600141,"FI1C3","FI1C",0,0
"FI_554","FI",35,"C16-C18",17.11,61.92411,25.748151,"FI193","FI19",0,0
"FI_625","FI",33,"C23",23.99,61.0395861,28.1804474,"FI1C5","FI1C",0,0
"FI_624","FI",33,"C23",23.99,60.2934976,22.2622579,"FI1C1","FI1C",15285,17271
"FI_388","FI",31,"C23",23.14,60.5150917,26.9351414,"FI1C4","FI1C",0,0
"FI_443","FI",24,"C24",24.1,61.1543718,28.8018495,"FI1C5","FI1C",35192,39254
"FI_484","FI",36,"C16-C18",17.12,61.6636778,23.1866522,"FI197","FI19",3235,39647
"FI_209046","FI",21,"C19-C20",NA,60.3137158,25.5152036,"FI1B1","FI1B",239472,113787
"FI_216500","FI",42,"C19-C20",NA,60.5262445,27.161635,"FI1C4","FI1C",1852,2882
"FR_495","FR",24,"C24",24.1,49.3370869,6.1465126,"FRF33","FRF3",0,0
"FR_84","FR",31,"C23",23.13,44.8964799,-0.319015,"FRI12","FRI1",57252,48716
"FR_496","FR",35,"C16-C18",17.12,48.1950531,6.9508086,"FRF34","FRF3",0,0
"FR_500","FR",35,"C16-C18",17.12,48.1476929,6.6175246,"FRF34","FRF3",0,0
"FR_501","FR",36,"C16-C18",17.12,48.3653135,6.8747958,"FRF34","FRF3",70314,38579
"FR_502","FR",31,"C23",23.13,48.3075742,5.9172696,"FRF34","FRF3",93992,66511
"FR_503","FR",35,"C16-C18",17.12,48.2045144,6.4181315,"FRF34","FRF3",23878,140266
"FR_40","FR",31,"C23",23.11,49.4830519,2.8931615,"FRE22","FRE2",81845,81470
"FR_1130","FR",32,"C23",23.32,43.042366,2.2480199,"FRJ11","FRJ1",25514,15208
"FR_895","FR",30,"C23",23.51,50.5859614,1.6145839,"FRE12","FRE1",0,0
"FR_896","FR",31,"C23",23.11,50.3181711,3.2682247,"FRE11","FRE1",0,0
"FR_159","FR",33,"C23",23.14,46.820448,4.862584,"FRC13","FRC1",4982,3045
"FR_456","FR",35,"C16-C18",17.22,48.770667,6.1352763,"FRF31","FRF3",33649,29680
"FR_878","FR",35,"C16-C18",17.11,43.095119,0.7200689,"FRJ23","FRJ2",25654,203077
"FR_879","FR",32,"C23",23.32,43.4721723,2.5104041,"FRJ27","FRJ2",4341,2535
"FR_77","FR",35,"C16-C18",17.12,44.8149948,-0.536246,"FRI12","FRI1",695,85
"FR_857","FR",32,"C23",23.32,43.653233,1.977249,"FRJ27","FRJ2",2375,2924
"FR_449","FR",31,"C23",23.13,48.4482394,6.7426067,"FRF31","FRF3",13935,9539
"FR_860","FR",36,"C16-C18",17.12,42.969019,1.163708,"FRJ21","FRJ2",12401,11294
"FR_112","FR",32,"C23",23.32,44.612861,-0.089171,"FRI12","FRI1",13815,24245
"FR_437","FR",37,"C19-C20",20.14,45.358463,6.301654,"FRK27","FRK2",31510,24351
"FR_438","FR",35,"C16-C18",17.12,45.4523078,6.1195118,"FRK27","FRK2",9608,30712
"FR_689","FR",29,"C23",23.51,48.9802289,1.8203858,"FR103","FR10",0,126368
"FR_423","FR",30,"C23",23.52,45.335335,5.620711,"FRK24","FRK2",0,31076
"FR_4","FR",35,"C16-C18",17.11,49.0330112,3.3935335,"FRE21","FRE2",17832,3530
"FR_399","FR",24,"C24",24.1,45.527692,4.615349,"FRK25","FRK2",34623,25313
"FR_402","FR",35,"C16-C18",17.22,46.0512085,4.0977524,"FRK25","FRK2",10095,7806
"FR_1152","FR",33,"C23",23.14,47.2353417,-0.7231214,"FRG02","FRG0",20684,14212
"FR_393","FR",35,"C16-C18",13.95,45.257517,5.909708,"FRK24","FRK2",5035,4688
"FR_139","FR",24,"C24",24.1,46.8042017,4.4274648,"FRC13","FRC1",41345,31400
"FR_387","FR",35,"C16-C18",17.12,45.5275869,4.9124452,"FRK24","FRK2",35013,34912
"FR_106","FR",35,"C16-C18",17.12,45.021002,0.0395042,"FRI11","FRI1",16230,18606
"FR_364","FR",35,"C16-C18",17.12,45.2163647,4.812464,"FRK23","FRK2",67230,103699
"FR_88","FR",35,"C16-C18",17.12,44.208635,-1.2662192,"FRI13","FRI1",37205,27291
"FR_983","FR",32,"C23",23.32,50.5058789,3.021992,"FRE11","FRE1",4328,4248
"FR_355","FR",35,"C16-C18",17.12,45.2846709,4.6507566,"FRK22","FRK2",5220,3472
"FR_672","FR",25,"C24",24.1,48.3856096,2.9810297,"FR102","FR10",51058,71652
"FR_654","FR",31,"C23",23.13,48.7710179,2.5017936,"FR107","FR10",51598,42218
"FR_655","FR",31,"C23",23.19,48.2280662,2.708024,"FR102","FR10",17547,21925
"FR_657","FR",31,"C23",23.19,48.2321798,2.7188365,"FR102","FR10",3708,3276
"FR_625","FR",24,"C24",24.1,43.5425987,4.7304574,"FRL04","FRL0",34308,38241
"FR_945","FR",32,"C23",23.2,50.3474351,3.5102262,"FRE11","FRE1",0,0
"FR_626","FR",30,"C23",23.52,43.437882,4.945711,"FRL04","FRL0",134823,143344
"FR_627","FR",21,"C19-C20",19.2,43.4501876,4.9253577,"FRL04","FRL0",759896,541293
"FR_946","FR",29,"C23",23.52,50.8137629,1.7792459,"FRE12","FRE1",465513,416936
"FR_335","FR",35,"C16-C18",17.21,45.7816805,1.2016106,"FRI23","FRI2",12675,8273
"FR_628","FR",24,"C24",24.1,43.4745483,4.9143239,"FRL04","FRL0",5322283,5293470
"FR_948","FR",21,"C19-C20",19.2,51.033087,2.264309,"FRE11","FRE1",0,0
"FR_629","FR",21,"C19-C20",19.2,43.399232,5.111521,"FRL04","FRL0",254890,94945
"FR_947","FR",35,"C16-C18",17.12,50.7709882,3.0898281,"FRE11","FRE1",29163,21404
"FR_608","FR",42,"C19-C20",20.14,44.070666,5.99103,"FRL01","FRL0",11282,6717
"FR_22","FR",35,"C16-C18",17.12,49.366057,3.412241,"FRE21","FRE2",19384,53411
"FR_316","FR",35,"C16-C18",17.12,47.282282,6.130258,"FRC21","FRC2",1374,2411
"FR_1117","FR",21,"C19-C20",19.2,46.227638,2.213749,"FRI22","FRI2",113218,22338
"FR_851","FR",32,"C23",23.32,48.8980517,8.1009563,"FRF11","FRF1",21392,13067
"FR_287","FR",35,"C16-C18",17.12,49.3209192,1.1755144,"FRD21","FRD2",1228,0
"FR_838","FR",35,"C16-C18",17.12,48.6121447,7.7811679,"FRF11","FRF1",2218,1692
"FR_593","FR",29,"C23",23.51,47.2913545,-0.4877852,"FRG02","FRG0",0,0
"FR_820","FR",35,"C16-C18",17.12,47.7719299,7.3900866,"FRF12","FRF1",6936,10217
"FR_821","FR",21,"C19-C20",19.2,48.654616,7.764179,"FRF11","FRF1",0,0
"FR_595","FR",29,"C23",23.51,43.7927899,7.378415,"FRL03","FRL0",435356,401927
"FR_1068","FR",35,"C16-C18",17.12,47.2709957,0.8495139,"FRB04","FRB0",6982,8060
"FR_801","FR",31,"C23",23.13,43.3378299,3.2039194,"FRJ13","FRJ1",39220,32836
"FR_800","FR",31,"C23",23.13,43.733274,4.2411711,"FRJ12","FRJ1",40964,28733
"FR_70","FR",30,"C23",23.52,45.1493048,0.5505623,"FRI11","FRI1",29525,20507
"FR_1070","FR",35,"C16-C18",17.11,47.616124,2.515848,"FRB06","FRB0",7264,7023
"FR_785","FR",32,"C23",23.32,43.3385966,1.9550428,"FRJ11","FRJ1",10572,7841
"FR_250","FR",35,"C16-C18",17.12,48.4965201,3.4831019,"FRF22","FRF2",55241,57836
"FR_68","FR",35,"C16-C18",17.12,44.834414,0.711659,"FRI11","FRI1",2333,27088
"FR_1061","FR",29,"C23",23.51,47.574813,0.312405,"FRB04","FRB0",216406,174496
"FR_523","FR",35,"C16-C18",17.12,48.1930678,6.7047864,"FRF34","FRF3",5684,9826
"FR_226","FR",31,"C23",23.13,49.23348,4.048807,"FRF23","FRF2",58699,50001
"FR_1038","FR",29,"C23",23.51,45.2118931,-0.36825,"FRI32","FRI3",82152,271268
"FR_196","FR",30,"C23",23.51,46.254311,3.427338,"FRK11","FRK1",190857,225163
"FR_203","FR",35,"C16-C18",17.12,45.3140728,4.2527133,"FRK13","FRK1",0,0
"FR_204","FR",32,"C23",23.32,45.3688469,3.3162355,"FRK13","FRK1",0,0
"FR_205","FR",24,"C24",24.1,45.925818,2.8082569,"FRK14","FRK1",26692,28862
"FR_203713","FR",28,"C24",24.42,48.040216,7.545766,"FRF12","FRF1",113778,80679
"FR_203712","FR",28,"C24",24.42,45.553255,3.2561714,"FRK14","FRK1",39939,36760
"FR_203580","FR",35,"C16-C18",17.22,47.9955705,2.6784496,"FRB06","FRB0",18677,16426
"FR_204205","FR",38,"C19-C20",20.15,49.4195487,1.0323981,"FRD22","FRD2",43354,26651
"FR_204782","FR",38,"C19-C20",20.14,45.360759,4.79787,"FRK24","FRK2",0,0
"FR_205224","FR",28,"C24",20.13,45.234464,6.413997,"FRK27","FRK2",93559,128528
"FR_205223","FR",28,"C24",20.13,45.0725117,5.8755183,"FRK24","FRK2",89959,117567
"FR_205222","FR",28,"C24",20.13,45.913874,5.809336,"FRK21","FRK2",127196,117937
"FR_205225","FR",28,"C24",24.1,45.5243507,6.4922658,"FRK27","FRK2",0,0
"FR_204945","FR",42,"C19-C20",63.11,45.6930131,4.8430155,"FRK26","FRK2",83,6865
"FR_205506","FR",24,"C24",24.1,50.1977355,3.8049972,"FRE11","FRE1",0,0
"FR_205706","FR",43,"C19-C20",20.11,45.1331593,5.70436,"FRK24","FRK2",11627,4861
"FR_205704","FR",43,"C19-C20",20.11,43.4745483,4.9143239,"FRL04","FRL0",176484,90008
"FR_205703","FR",43,"C19-C20",20.11,49.48118,0.55243,"FRD22","FRD2",234542,172556
"FR_205745","FR",42,"C19-C20",20.13,47.036533,5.407559,"FRC22","FRC2",0,0
"FR_205702","FR",25,"C24",24.1,48.580995,7.7972202,"FRF11","FRF1",17036,14810
"FR_205670","FR",26,"C24",24.42,45.275895,6.3613061,"FRK27","FRK2",209871,236063
"FR_205686","FR",42,"C19-C20",20.5,45.5399609,4.3029206,"FRK25","FRK2",33174,34513
"FR_206026","FR",34,"C23",23.62,45.7498576,-0.3092909,"FRI31","FRI3",23619,6209
"FR_206028","FR",34,"C23",23.62,48.9370704,2.5973109,"FR102","FR10",82251,30205
"FR_206024","FR",34,"C23",23.62,45.585462,5.8887516,"FRK27","FRK2",33011,8942
"FR_206025","FR",34,"C23",23.62,48.965703,2.2099381,"FR108","FR10",12275,6914
"FR_205994","FR",28,"C24",24.1,51.0134407,2.1607139,"FRE11","FRE1",28171,33712
"FR_205960","FR",25,"C24",24.51,49.26319,2.071258,"FRE22","FRE2",30316,26524
"FR_206321","FR",32,"C23",23.31,48.7830225,3.2842501,"FR102","FR10",0,0
"FR_206318","FR",25,"C24",24.1,49.3338864,6.0544762,"FRF33","FRF3",30857,22835
"FR_210517","FR",25,"C24",NA,51.0475768,2.454348,"FRE11","FRE1",0,0
"FR_215900","FR",36,"C16-C18",NA,50.7066368,2.2226431,"FRE12","FRE1",30798,27753
"FR_215801","FR",43,"C19-C20",NA,47.3152441,-2.0670769,"FRG01","FRG0",0,0
"DE_4153","DE",36,"C16-C18",17.12,49.90297,7.90214,"DEB14","DEB1",5386,3509
"DE_4149","DE",31,"C23",23.19,48.3669211,10.9276059,"DE271","DE27",0,0
"DE_599","DE",36,"C16-C18",17.12,48.3794,10.90003,"DE271","DE27",46908,86277
"DE_3397","DE",37,"C19-C20",20.13,50.8737059,6.9181277,"DEA27","DEA2",1809,18104
"DE_4172","DE",26,"C24",24.42,53.6558531,9.493202,"DE939","DE93",192069,142859
"DE_602","DE",36,"C16-C18",17.12,50.7261833,6.472219,"DEA26","DEA2",53839,39077
"DE_3898","DE",33,"C23",23.99,51.5646719,6.9666206,"DEA36","DEA3",34649,55647
"DE_4100","DE",22,"C19-C20",35.1,50.9886678,6.6629774,"DEA27","DEA2",439211,281871
"DE_608","DE",36,"C16-C18",17.12,51.28134,12.76785,"DED52","DED5",35273,27195
"DE_368","DE",32,"C23",23.2,51.4320198,7.1317955,"DEA13","DEA1",12572,13549
"DE_613","DE",36,"C16-C18",17.12,50.007646,8.3003089,"DE714","DE71",0,0
"DE_100","DE",29,"C23",23.51,51.8101949,11.7406075,"DEE0C","DEE0",690712,746969
"DE_99","DE",29,"C23",23.51,48.3735177,9.7362731,"DE145","DE14",459994,677914
"DE_98","DE",29,"C23",23.51,51.59936,8.33582,"DEA5B","DEA5",415688,319112
"DE_386","DE",32,"C23",23.2,51.2561697,14.3019035,"DED2C","DED2",6155,5031
"DE_389","DE",32,"C23",23.49,51.591883,13.7751649,"DE407","DE40",6859,5963
"DE_953","DE",36,"C16-C18",17.12,51.5391813,7.083147,"DEA32","DEA3",0,45297
"DE_122","DE",30,"C23",23.52,50.8031421,12.0919731,"DEG0L","DEG0",101329,70555
"DE_121","DE",30,"C23",23.52,50.5902079,9.5015276,"DE732","DE73",53163,38091
"DE_391","DE",32,"C23",23.32,48.257914,11.4171716,"DE217","DE21",0,74
"DE_119","DE",29,"C23",23.51,51.5992469,8.3510809,"DEA5B","DEA5",0,0
